,category,id,location.latitude,location.longitude,location.street.id,location.street.name,location_subtype,Force,month,outcome_status,outcome_status.category,outcome_status.date,persistent_id
1899,theft-from-the-person,72449502,53.475029,-2.250318,723340,On or near Trafford Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,a10d8f42d6d12a2b9245da35455d231229d7dc1e7a48baa2e08422b8c6f9e678
1900,theft-from-the-person,72449690,53.483858,-2.261838,726210,On or near Great George Street,,GM Police,Mar,,Under investigation,2019-03,302cd6850e3e763f91e2cf0a22a558c05676b931e976553962870bcd74af688d
1901,theft-from-the-person,72450496,53.483332,-2.246855,726122,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,6bcaed13dfaea94e393de4ff83423c2bb12fbc24924e623d201daa994adf9735
1902,theft-from-the-person,72452325,53.477185,-2.237689,725901,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,b629cf962925cc0948dbf0f2f2c85ef551f948393a7b925957e55ec4c2d2f9d8
1903,theft-from-the-person,72452368,53.478510,-2.248907,726118,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,75121c2e158aac9c836483591ee9af807db15d8889a431ba470c5c4d3434b4bd
1904,theft-from-the-person,72439201,53.475029,-2.250318,723340,On or near Trafford Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,c078e35ac6e7e8000f3559b89adaa4683a48bdc7b239d7b8e565a292307a7e06
1905,theft-from-the-person,72445862,53.478510,-2.248907,726118,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,6bf93c3415041ddfa31fd457b8274bf0440be4f182178a65b5f4873a390af221
1906,theft-from-the-person,72452423,53.473916,-2.240805,723434,On or near Wakefield Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,1a4b60bc02bfd910f525d727e2dc8eb21d47cb1fa41506c2ed358b5c69241efd
1907,theft-from-the-person,72428265,53.481250,-2.236341,725945,On or near Piccadilly,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,404141e5e32b82e6ab7825a178ae30b5ea8b866beac891ba6ac5abdcb3e95f7f
1908,theft-from-the-person,72426406,53.479270,-2.242372,725998,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,7258f2b2eacae80b2e0a65795a4a97004d2ff0920ae73c2694d1235d6b69373d
1909,theft-from-the-person,72439142,53.480850,-2.247534,726113,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,b4b9759dd5f0c000644c32e8153b2cd1b73b8e09bbc35380591cf48468a88c78
1910,theft-from-the-person,72450580,53.481250,-2.236341,725945,On or near Piccadilly,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,687d2b0e3b07d078c9c51faaa2214eb26aa42e152394c356a30210f3c4288de0
1911,theft-from-the-person,72448559,53.478210,-2.250442,726123,On or near Supermarket,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,befd012328a23862d4985d8ae9a0f023a31dc9351df748e92745063625673b79
1912,theft-from-the-person,72426428,53.479270,-2.242372,725998,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,b4cc763f48aefdf953acb9b7b3b1a0628648cc52cffa709fe4f63ccbf0363455
1913,theft-from-the-person,72448652,53.481448,-2.249391,726095,On or near Butter Lane,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,6f91409d29dad5c90493ed03b28e4ff48987570184f6df7f4d964d7392f0b75f
1914,theft-from-the-person,72445828,53.482225,-2.238637,726011,On or near Shopping Area,,GM Police,Mar,,Under investigation,2019-03,7aaf16aa909461866616d37540b06c5f23aacfb0067219ae8fbdf41e69b290d6
1915,theft-from-the-person,72429211,53.482225,-2.238637,726011,On or near Shopping Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,d49cb20e1a5621d2070b6fd9493f73e843781d62cb0e0e5f031771383d0a9bf2
1916,theft-from-the-person,72429989,53.470027,-2.239005,723451,On or near Lower Ormond Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,a44ed7e9e031094b94c851c6bc4338bfecca8fc05f2eb9d6e7ee7cfdd880a83f
1917,theft-from-the-person,72440066,53.479976,-2.235083,725963,On or near Hope Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,cac5e97f516bd5d21f67212ffaba7996815452c58075c1fdb6711b2111bf7635
1918,theft-from-the-person,72439995,53.477158,-2.250873,725880,On or near Longworth Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,15c9940934c45edda82403f5164a00f256d7b2256f5dbde4dd77f97b37003922
1919,theft-from-the-person,72439150,53.478510,-2.248907,726118,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,d002ee15b6d5c39cd2a57f34c8b6fd85c0000010c92daccaeaf329930049daf6
1920,theft-from-the-person,72439144,53.479625,-2.248763,726082,On or near Deansgate,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,22681f0aed3dcb097bf15293c71d69629c504179a55935a6bf3412ea0d06c67d
1921,theft-from-the-person,72439133,53.478340,-2.239594,725910,On or near Parking Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-04,e5030a45251de667d6519bf84620d281b806e7ea7a53851b3b489c54d9afc58b
1922,theft-from-the-person,72439132,53.484161,-2.236884,725926,On or near Thomas Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,72a0ee46638dc7fba622943ddfb2f98dcf4b69abdab0490a90428ea9d16a8ab9
1923,theft-from-the-person,72439236,53.478199,-2.247338,726061,On or near Marron Place,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,019f65a0c6963591cc5cab31fb96d41bd9de8445e31c5bc98c8294a300444cc5
1924,theft-from-the-person,72438316,53.477185,-2.237689,725901,On or near Nightclub,,GM Police,Mar,,Awaiting court outcome,2019-04,5804657f903dd3a23d054cee40f510f8269016f1e5e75a4c3267e762507ea367
1925,theft-from-the-person,72437364,53.481916,-2.240549,725934,On or near Sickle Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,85ce5f67b50b500ae18a629953d2fdd804e1c7fc7716ffd6bd83e8ebd7dd544f
1926,theft-from-the-person,72437338,53.482225,-2.238637,726011,On or near Shopping Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-05,40e86be4454508070a743660e1399a025a977b96d49be7ca7779024a1d765de9
1927,theft-from-the-person,72437323,53.473916,-2.240805,723434,On or near Wakefield Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,76c672f5f6cf690a27fc82706b73a675888071efeeeadc673b9c401923c8cbc8
1928,theft-from-the-person,72437317,53.473675,-2.239658,723448,On or near Mallard Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,034a87408a296fb9bef589fc506284a86b509085f4828ae8ad2d8f02fb82401e
1929,theft-from-the-person,72437270,53.474767,-2.242000,723497,On or near Supermarket,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,e896abe37bcd490f30879b6d55c4fbd842181b2681c15158e452711c2a1e5968
1930,theft-from-the-person,72436336,53.480277,-2.237782,725946,On or near Parker Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,6d53d279bf6445cef42ab314ddcbbf0fa085923e251d1a0faaba8a61375abfc4
1931,theft-from-the-person,72436319,53.481316,-2.234819,725993,On or near Back Piccadilly,,GM Police,Mar,,Investigation complete; no suspect identified,2019-04,a2b13bcbe237d62d6dc5ac7b5adf0e7c057c4688cf698a3f8fcae7e7b6067955
1932,theft-from-the-person,72424660,53.482225,-2.238637,726011,On or near Shopping Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,d9f6fee7bc293824298c97be69efa51fa5e36bd05b68448ccada17ef4fe11629
1933,theft-from-the-person,72424668,53.475452,-2.262539,723227,On or near Regent Road,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,4c2e072d28fbe8c74ffd6a4e16f4bc8d7bd619bb8809ecaff4de2315d8576678
1934,theft-from-the-person,72425577,53.478023,-2.236247,725915,On or near Parking Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,eaa7b12fd3ab225a18277ac942c28e4fa0d9f0bf8e97f0edda0bdcd40ed4913d
1935,theft-from-the-person,72425602,53.474162,-2.247977,723410,On or near Albion Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,dc0402799930aa7c891a07d6318e10004d10c58fa5aceca45192671620af242f
1936,theft-from-the-person,72425618,53.474162,-2.247977,723410,On or near Albion Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,daad92c013e9dd7b5d41f6bd3751d9c7609bf911f9224f7dc3ee56ec78781bc8
1937,theft-from-the-person,72425622,53.474162,-2.247977,723410,On or near Albion Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,9e4ad7d05c83f8ba71f9ccaace40354f51d33f8d0d307d313fd106187d7d95ef
1938,theft-from-the-person,72425626,53.478199,-2.247338,726061,On or near Marron Place,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,35f6d7776621e75342f0e4c7959f1f47f0a3f9ca498975a063db84997b5974a2
1939,theft-from-the-person,72425656,53.476636,-2.238002,725900,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,613afc36bc183af0adc26b6bc7d2db64269c8efdfab0469622bec01b91d12ff9
1940,theft-from-the-person,72425690,53.476636,-2.238002,725900,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,4332c28bb69102c1e9ff06cbdd34053555dc9dc2743f7271098c5e30b051b8cd
1941,theft-from-the-person,72426470,53.481250,-2.236341,725945,On or near Piccadilly,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,8cd6c36b127dfd1a3e4369275b7f9b8e7307b97a2cef7c4b091f43115adaa5ec
1942,theft-from-the-person,72426478,53.478510,-2.248907,726118,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,03fbef31545e15f096161bf44bb459478aa6d33004ddc2bee134912d51890271
1943,theft-from-the-person,72426504,53.476636,-2.238002,725900,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,d3833f85154d6b1ab2f93f6b992996c41c122de7c85052f0f6b8b93dba79f7b2
1944,theft-from-the-person,72426519,53.476636,-2.238002,725900,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,4329b8e8f4cb8aca2bc4c5d0925f3880190ca94b84a30fc1a2fde82321616e2d
1945,theft-from-the-person,72426517,53.479547,-2.238757,725944,On or near Pine Street,,GM Police,Mar,,Under investigation,2019-03,64edc58f36f0ece6f2fbb547f51fe69ed468e3fb2edbd5f9534bae15a82c7ae1
1946,theft-from-the-person,72426544,53.475029,-2.250318,723340,On or near Trafford Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,49fab7e34ab105c6d4f9279149de9ecde14802fe8cd10cf2e20db299f095f8a3
1947,theft-from-the-person,72426536,53.478199,-2.247338,726061,On or near Marron Place,,GM Police,Mar,,Investigation complete; no suspect identified,2019-05,070859efed811b9cc591180b6ae7b68ce3f84122d1039c9814a6c47f7bfd88b8
1948,theft-from-the-person,72426574,53.491637,-2.251486,728920,On or near Sherborne Street West,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,8f4bc1449e2f2ce45fbd245ead29fbe55d1df4257dff058ec41533284de10719
1949,theft-from-the-person,72426397,53.483839,-2.245216,726124,On or near Shopping Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,6f5afa1bc7ab579b9afec358f933c8c3fd8bc98a6988d959e6084d2b72b1c3d3
1950,theft-from-the-person,72426401,53.478510,-2.248907,726118,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,a082a5f34910602c217829e20fd9b737e93ee6aa6e27525c6c90252b85dfab82
1951,theft-from-the-person,72426407,53.480659,-2.248422,726119,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,12a0aef1f1b7daa8b0658fe1430d3b39c7f5011b5e53dc137230e9c09b33af96
1952,theft-from-the-person,72426414,53.481250,-2.236341,725945,On or near Piccadilly,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,29ca1d0f4bfab19b3c29be584a87a8d223824c87296751a71584aae987c1170d
1953,theft-from-the-person,72426429,53.482125,-2.234929,725974,On or near Dale Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,1a679baae06582f631a6d7601261cc980aba91d99745f649f55baf329b5cdc2b
1954,theft-from-the-person,72426435,53.481250,-2.236341,725945,On or near Piccadilly,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,8b59b870d82984783c423249928e39a16c9c821b80e8a58daabf4cc923a18942
1955,theft-from-the-person,72426446,53.477330,-2.236952,725891,On or near Richmond Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,3aa01b79bfd12dbf53815fee20541d76ae311da180a7404c53a20bb56fd9ec84
1956,theft-from-the-person,72426453,53.479976,-2.235083,725963,On or near Hope Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,ffaa079e27851b659c6bb43340cb30cdf7824ada33e4c437864f669dcbb68bbc
1957,theft-from-the-person,72426455,53.476724,-2.238922,725904,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,e847b2fbe26d6b3ca0b11af31de5819d296ea99139772030ae0a561ead26d496
1958,theft-from-the-person,72427340,53.479625,-2.248763,726082,On or near Deansgate,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,456261c2a33e87636db59ba0c4af9842a70242e362eb5f654c43beb69edec699
1959,theft-from-the-person,72427359,53.483451,-2.241702,726013,On or near Shopping Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,1a823d08a16c83bc552e03b85111ed70a07888b094b61b2859cd55139b8c130d
1960,theft-from-the-person,72427362,53.486338,-2.244974,726090,On or near Chapel Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,baa9ee97810ba2a3b85dcaa882276d64f096234ab6b54bc4fd359d1106aab855
1961,theft-from-the-person,72427365,53.481250,-2.236341,725945,On or near Piccadilly,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,eb851a8180debd4a991570cec8333b592c887ff2bf468fad48932cd58db0dc7e
1962,theft-from-the-person,72427411,53.481250,-2.236341,725945,On or near Piccadilly,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,9ee0e01de0f472536ac4e6a69e1916c142362150a821211aff4a161a63670bee
1963,theft-from-the-person,72427420,53.476142,-2.237608,725887,On or near Parking Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,3cb5cbbf3956de0aa1909f315ae4e608d43c2ecb96527dcefc9eeacd5f8649e8
1964,theft-from-the-person,72427271,53.471657,-2.242148,723471,On or near Chester Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,7b4b92edb543b4e76831daeb1ca648d72e9bc9990ef0a22783c94d443f5ada1e
1965,theft-from-the-person,72427386,53.473916,-2.240805,723434,On or near Wakefield Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,f6592abccba631a09ee91bb62bffe16451049f2741887abc3e63edc2ca513894
1966,theft-from-the-person,72428253,53.482225,-2.238637,726011,On or near Shopping Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,dd83ed7e4d3e4a5c495fb464c729a754685658ac190a18ad9e3d88d519b35a46
1967,theft-from-the-person,72428232,53.475729,-2.242156,723314,On or near Oxford Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,63640aa2354864ab8c2e751d54d00b5bacc07915d103afb90acfddcec838008a
1968,theft-from-the-person,72428243,53.482225,-2.238637,726011,On or near Shopping Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-05,0e9ff46d0e7e4e971253898c9534b575684b7dbd773aeca91e60666036b92c7f
1969,theft-from-the-person,72429144,53.485970,-2.244836,726032,On or near Victoria Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,e9d8d9b5d13d1c162c916be17e541818ae90c33527f7e0a7b0bbdaf3c6901960
1970,theft-from-the-person,72429147,53.488562,-2.243178,725909,On or near Pedestrian Subway,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,794bed613a5c8e61790f38a8aee2b1a5324370bdec58481d2e4bd5501b9d2be8
1971,theft-from-the-person,72430110,53.481250,-2.236341,725945,On or near Piccadilly,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,92c9d799984dea0ba91564a549074dbe98adb1c05bdf2a244d62ed622d9c7649
1972,theft-from-the-person,72430112,53.482225,-2.238637,726011,On or near Shopping Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,ca4e0f9dc7cd9a9d7da7e2c04315ee0ed09a9e3848296f3ffbf85457da2608cc
1973,theft-from-the-person,72430123,53.476341,-2.232396,725720,On or near Back Acton Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,b8283200f39b4b1675216b0d7be8f89d0ee15ef2eaa70ab990b3a066a922a928
1974,theft-from-the-person,72430077,53.481916,-2.240549,725934,On or near Sickle Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,2fc3d6204fed3b5749b45ec8088d331199df06b0a9408a1937386454c34c7be7
1975,theft-from-the-person,72430087,53.477185,-2.237689,725901,On or near Nightclub,,GM Police,Mar,,Under investigation,2019-03,a288bc6cf072d5146443eb2806a56ecc2f1d0cf78820914521d41d707f2df8c7
1976,theft-from-the-person,72430095,53.478210,-2.250442,726123,On or near Supermarket,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,6736b1b188c3ef39f2001582b47b01b9c44ac920fb0ad51f712b8667f8afa995
1977,theft-from-the-person,72430145,53.475029,-2.250318,723340,On or near Trafford Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,53a32f8910897a2262055404c263cd1ae796dfd4d984556f54db6626ca01f6db
1978,theft-from-the-person,72430167,53.482225,-2.238637,726011,On or near Shopping Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,7c4dc8df38dfaba7acca852c5d48bba262c85faf0d01b92af339b40d1ae0cd88
1979,theft-from-the-person,72431045,53.482818,-2.238715,726004,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,a61b1db969ab01c7c71bb3a3eaa301f6fe1a644160a69d86d486a263b52c423b
1980,theft-from-the-person,72431051,53.482225,-2.238637,726011,On or near Shopping Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,2cab79869aebfe904ab2e6d969f4dd2895a1bb43d88f2920f8f49c086c7a6bb9
1981,theft-from-the-person,72431050,53.483353,-2.245590,726040,On or near St Mary's Gate,,GM Police,Mar,,Investigation complete; no suspect identified,2019-04,474dbd5667f96b7ad7ecce87d81c7982512b981fcc3fdb5382c236fd2549b1b5
1982,theft-from-the-person,72431957,53.482064,-2.234040,726145,On or near Bunsen Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,b3c092e281cfc348df0c4e297f53c1de39d4358531068d9dc156f3356a62b369
1983,theft-from-the-person,72431967,53.482962,-2.234060,726150,On or near Further/higher Educational Building,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,5b61355a9386edc6e39e0bf467c7a66f204840fcbab63900e73d64bf63492072
1984,theft-from-the-person,72431963,53.483271,-2.237362,725941,On or near Red Lion Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-05,14944df9f17952289472b9ec0457e0192d9ab0950319f6a2a3efd7b8452149c9
1985,theft-from-the-person,72431993,53.481250,-2.236341,725945,On or near Piccadilly,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,0e4e273801e9ef2ca2a279043f09b018fd8c711f28afd5c2152fc9b94430a4b2
1986,theft-from-the-person,72432001,53.475029,-2.250318,723340,On or near Trafford Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,7dd826e628b06bbcc177b6852b87cdf07d12d17aec5ff79c421af680c6421e17
1987,theft-from-the-person,72432062,53.489081,-2.261116,728769,On or near Angora Drive,,GM Police,Mar,,Investigation complete; no suspect identified,2019-04,51609ed881716f6c63db2e4b6a755e2a17538e4cf9f925f2e4582386ae816902
1988,theft-from-the-person,72431898,53.478510,-2.248907,726118,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,6874ab8207a2697527124f46b55d3270fd00468a067fe19685c20ea957641918
1989,theft-from-the-person,72431927,53.484161,-2.236884,725926,On or near Thomas Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,33bc99c1d4f5ce55fa5a8775bff4a873828e7cc78dd71f5558173d1b824b4955
1990,theft-from-the-person,72431931,53.478199,-2.247338,726061,On or near Marron Place,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,8fdbd4dfeb38e7da85361d6779d55d8dc0aba935cbac301a2eb339136b6ddda0
1991,theft-from-the-person,72432763,53.482225,-2.238637,726011,On or near Shopping Area,,GM Police,Mar,,Under investigation,2019-03,550b62de2ac127666f425290479a35d3d846a653210294722c4ad26043628cb0
1992,theft-from-the-person,72432751,53.481250,-2.236341,725945,On or near Piccadilly,,GM Police,Mar,,Investigation complete; no suspect identified,2019-04,a5ca283e0ebdce2cc3acff4912020f1304c3f4b24fa364348d72c7279f6526c3
1993,theft-from-the-person,72432770,53.476724,-2.238922,725904,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,7369ebb62acc10f55078d28b5799e4fc8fa6163948eb4e82cb788e27ea90243f
1994,theft-from-the-person,72432771,53.478199,-2.247338,726061,On or near Marron Place,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,b7915cbf86ebfbcf182a864f34621b3cf0a3d58b57e44d231b10f272e1f90954
1995,theft-from-the-person,72432783,53.477477,-2.239785,725903,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,962c7545275454c1fdb1599f94f32ead88931b6ac7d934343488a1ea7055f84b
1996,theft-from-the-person,72432792,53.480277,-2.237782,725946,On or near Parker Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,221249216f45386e1f39c62a060d9841aeaf193b72a766f730f803d1567a86c3
1997,theft-from-the-person,72432797,53.478118,-2.229347,725838,On or near Boad Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,78c4a729729c56b2b69e28476552baf1f83e5cde7b5534891c8b74c33c96aefc
1998,theft-from-the-person,72432808,53.482627,-2.240176,726014,On or near Shopping Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,333c59cd21ac54fd39b427a25a5df11bbf8f29beaf7a0b80658c71aed14b25e3
1999,theft-from-the-person,72432809,53.482186,-2.235668,726003,On or near Conference/exhibition Centre,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,416b36a54f6bf5822674cfe061f303ef71151eafb725ced40502bb09a71775f2
2000,theft-from-the-person,72432819,53.478199,-2.247338,726061,On or near Marron Place,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,99d0796f47e9664a829f995c8dfa115f9026d143a27e22a418000215649bec37
2001,theft-from-the-person,72432826,53.476636,-2.238002,725900,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,487a3751a00365cec63939d678f6eacea568b6bd192b2af66818c43e0f0d864d
2002,theft-from-the-person,72432699,53.478199,-2.247338,726061,On or near Marron Place,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,d1369045db9ddbe37a7ba44ac9744b986e289aa2b7a7031e4cdf70b438f4b942
2003,theft-from-the-person,72432708,53.478199,-2.247338,726061,On or near Marron Place,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,c502584c7fe0f51d41c18704afe6fbb3aedf617affae5f0b79d5df655c8d6aab
2004,theft-from-the-person,72432717,53.482495,-2.233876,726133,On or near Stevenson Square,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,52ee03deed21c490e234186dc0bb40c20f6007d50760e5a757578e5dad2eb732
2005,theft-from-the-person,72432723,53.478510,-2.248907,726118,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,a16b741102c8f005b61bf55461e678dc1226bb40b4805c64fcbb383d0ac49007
2006,theft-from-the-person,72432732,53.482225,-2.238637,726011,On or near Shopping Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,a8e7f1973271675a80a13b885514179f2364bcfae39ce6079937af08f616f6ea
2007,theft-from-the-person,72432683,53.478199,-2.247338,726061,On or near Marron Place,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,9cd7cc1b000e18ea349cdc79b9f0cfe31d24c8e79679a7e634f5767a7e2a9eb1
2008,theft-from-the-person,72433590,53.481250,-2.236341,725945,On or near Piccadilly,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,2ebd15e808f78e4f720e3a9053254439ed7ca7cc0fe6facc21652642c4106a28
2009,theft-from-the-person,72433606,53.482518,-2.236197,726000,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,3a34aac5ff2b21caac075e889b731d8f97da49703a0c885877e4b37799f3cded
2010,theft-from-the-person,72433543,53.475029,-2.250318,723340,On or near Trafford Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,107afacf259e0d7d80185ee468e2ecf17400959e3eea364f7c3a723f4f8c351e
2011,theft-from-the-person,72433554,53.481448,-2.249391,726095,On or near Butter Lane,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,dd690996511d62732aecaf74481695b85df90b899a21c3120133ac67c70e4fe8
2012,theft-from-the-person,72433563,53.478199,-2.247338,726061,On or near Marron Place,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,3f8cf99cdd1567e075c62cc8b5be7bf3121dd7f4457274fa4d46226921c9100e
2013,theft-from-the-person,72433582,53.483140,-2.244338,726062,On or near Market Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-04,d7902e7bf74c3216e87afd14ea0b92c7237a6f8215f8d32eaac55994ac1b8d1a
2014,theft-from-the-person,72433624,53.478199,-2.247338,726061,On or near Marron Place,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,ee0055776037f83d7de60c7c645535fa913ae95e12ea562239cb43c8a3ce20df
2015,theft-from-the-person,72433637,53.482962,-2.234060,726150,On or near Further/higher Educational Building,,GM Police,Mar,,Investigation complete; no suspect identified,2019-04,b6e044ec61016554627c1bf68b03a9f298d2b260b4070f03cc9ecabbe91886e9
2016,theft-from-the-person,72433664,53.475729,-2.242156,723314,On or near Oxford Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,cdf3245cd8aca788f938862db925dc4d4fdc57cb26e60b7f614210375de97542
2017,theft-from-the-person,72433666,53.478179,-2.239533,725940,On or near Reyner Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,9bc2af679d298fe1cf7bc2093d7e8b0bfcef5280c90c9b595c1931d060c33b8d
2018,theft-from-the-person,72433671,53.478510,-2.248907,726118,On or near Nightclub,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,4290428248339894f9f26dcb7523a00aad9c64da4d10660295e65bb0eeadd511
2019,theft-from-the-person,72434455,53.482225,-2.238637,726011,On or near Shopping Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,1c09a33382d650fed8bc0693cf17b9b113fb779cb95a392640a611ba72129cfa
2020,theft-from-the-person,72435393,53.481916,-2.240549,725934,On or near Sickle Street,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,4445fb8f48c273390efb1c982ebaa519cbd51a9c6d6a35a5e13a21fba3a8f873
2021,theft-from-the-person,72435414,53.482460,-2.238231,725988,On or near Bridgewater Place,,GM Police,Mar,,Investigation complete; no suspect identified,2019-04,3d1edd57c9aa2717c4c1dab2b6ee28db2042e0cbffa1966dd1a5934103cc89f9
2022,theft-from-the-person,72434537,53.482225,-2.238637,726011,On or near Shopping Area,,GM Police,Mar,,Investigation complete; no suspect identified,2019-03,2837e158f941dde09d3fa5def855f8767ebb96202c437c2deff0db7f9a8186b6
