	Name	Mana Cost	CMC	Colors	Type	Rarity	Set	Text	Power	Toughness	Loyalty	Brussels	Nagoya	Phoenix	Total
804	Thing in the Ice	{1}{U}	2.0	['Blue']	Creature — Horror	Rare	SOI	"Defender
Thing in the Ice enters the battlefield with four ice counters on it.
Whenever you cast an instant or sorcery spell, remove an ice counter from Thing in the Ice. Then if it has no ice counters on it, transform it."	0	4	Not a Planeswalker	4	0	3	7
805	Thraben Inspector	{W}	1.0	['White']	Creature — Human Soldier	Common	SOI	"When Thraben Inspector enters the battlefield, investigate. (Create a colorless Clue artifact token with ""{2}, Sacrifice this artifact: Draw a card."")"	1	2	Not a Planeswalker	85	41	80	206
806	Tireless Tracker	{2}{G}	3.0	['Green']	Creature — Human Scout	Rare	SOI	"Whenever a land enters the battlefield under your control, investigate. (Create a colorless Clue artifact token with ""{2}, Sacrifice this artifact: Draw a card."")
Whenever you sacrifice a Clue, put a +1/+1 counter on Tireless Tracker."	3	2	Not a Planeswalker	28	9	82	119
807	Blessed Alliance	{1}{W}	2.0	['White']	Instant	Uncommon	EMN	"Escalate {2} (Pay this cost for each mode chosen beyond the first.)
Choose one or more —
• Target player gains 4 life.
• Untap up to two target creatures.
• Target opponent sacrifices an attacking creature."	Not a Creature	Not a Creature	Not a Planeswalker	5	4	1	10
808	Coax from the Blind Eternities	{2}{U}	3.0	['Blue']	Sorcery	Rare	EMN	You may choose an Eldrazi card you own from outside the game or in exile, reveal that card, and put it into your hand.	Not a Creature	Not a Creature	Not a Planeswalker	18	5	8	31
809	Collective Brutality	{1}{B}	2.0	['Black']	Sorcery	Rare	EMN	"Escalate—Discard a card. (Pay this cost for each mode chosen beyond the first.)
Choose one or more —
• Target opponent reveals their hand. You choose an instant or sorcery card from it. That player discards that card.
• Target creature gets -2/-2 until end of turn.
• Target opponent loses 2 life and you gain 2 life."	Not a Creature	Not a Creature	Not a Planeswalker	9	1	8	18
810	Collective Defiance	{1}{R}{R}	3.0	['Red']	Sorcery	Rare	EMN	"Escalate {1} (Pay this cost for each mode chosen beyond the first.)
Choose one or more —
• Target player discards all the cards in their hand, then draws that many cards.
• Collective Defiance deals 4 damage to target creature.
• Collective Defiance deals 3 damage to target opponent or planeswalker."	Not a Creature	Not a Creature	Not a Planeswalker	0	0	2	2
811	Collective Effort	{1}{W}{W}	3.0	['White']	Sorcery	Rare	EMN	"Escalate—Tap an untapped creature you control. (Pay this cost for each mode chosen beyond the first.)
Choose one or more —
• Destroy target creature with power 4 or greater.
• Destroy target enchantment.
• Put a +1/+1 counter on each creature target player controls."	Not a Creature	Not a Creature	Not a Planeswalker	2	0	0	2
812	Decimator of the Provinces	{10}	10.0	[]	Creature — Eldrazi Boar	Mythic	EMN	"Emerge {6}{G}{G}{G} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's converted mana cost.)
When you cast this spell, creatures you control get +2/+2 and gain trample until end of turn.
Trample, haste"	7	7	Not a Planeswalker	1	2	0	3
813	Distended Mindbender	{8}	8.0	[]	Creature — Eldrazi Insect	Rare	EMN	"Emerge {5}{B}{B} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's converted mana cost.)
When you cast this spell, target opponent reveals their hand. You choose from it a nonland card with converted mana cost 3 or less and a card with converted mana cost 4 or greater. That player discards those cards."	5	5	Not a Planeswalker	4	0	0	4
814	Elder Deep-Fiend	{8}	8.0	[]	Creature — Eldrazi Octopus	Rare	EMN	"Flash
Emerge {5}{U}{U} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's converted mana cost.)
When you cast this spell, tap up to four target permanents."	5	6	Not a Planeswalker	6	0	0	6
815	Eldritch Evolution	{1}{G}{G}	3.0	['Green']	Sorcery	Rare	EMN	"As an additional cost to cast this spell, sacrifice a creature.
Search your library for a creature card with converted mana cost X or less, where X is 2 plus the sacrificed creature's converted mana cost. Put that card onto the battlefield, then shuffle your library. Exile Eldritch Evolution."	Not a Creature	Not a Creature	Not a Planeswalker	4	0	1	5
816	Emrakul, the Promised End	{13}	13.0	[]	Legendary Creature — Eldrazi	Mythic	EMN	"This spell costs {1} less to cast for each card type among cards in your graveyard.
When you cast this spell, you gain control of target opponent during that player's next turn. After that turn, that player takes an extra turn.
Flying, trample, protection from instants"	13	13	Not a Planeswalker	30	1	50	81
817	Geier Reach Sanitarium		0.0	[]	Legendary Land	Rare	EMN	"{T}: Add {C}.
{2}, {T}: Each player draws a card, then discards a card."	Not a Creature	Not a Creature	Not a Planeswalker	3	1	0	4
818	Grapple with the Past	{1}{G}	2.0	['Green']	Instant	Common	EMN	Put the top three cards of your library into your graveyard, then you may return a creature or land card from your graveyard to your hand.	Not a Creature	Not a Creature	Not a Planeswalker	13	0	2	15
819	Grim Flayer	{B}{G}	2.0	['Black', 'Green']	Creature — Human Warrior	Mythic	EMN	"Trample
Whenever Grim Flayer deals combat damage to a player, look at the top three cards of your library. Put any number of them into your graveyard and the rest back on top of your library in any order.
Delirium — Grim Flayer gets +2/+2 as long as there are four or more card types among cards in your graveyard."	2	2	Not a Planeswalker	0	0	4	4
820	Haunted Dead	{3}{B}	4.0	['Black']	Creature — Zombie	Uncommon	EMN	"When Haunted Dead enters the battlefield, create a 1/1 white Spirit creature token with flying.
{1}{B}, Discard two cards: Return Haunted Dead from your graveyard to the battlefield tapped."	2	2	Not a Planeswalker	6	4	0	10
821	Ishkanah, Grafwidow	{4}{G}	5.0	['Green']	Legendary Creature — Spider	Mythic	EMN	"Reach
Delirium — When Ishkanah, Grafwidow enters the battlefield, if there are four or more card types among cards in your graveyard, create three 1/2 green Spider creature tokens with reach.
{6}{B}: Target opponent loses 1 life for each Spider you control."	3	5	Not a Planeswalker	13	0	31	44
822	Liliana, the Last Hope	{1}{B}{B}	3.0	['Black']	Legendary Planeswalker — Liliana	Mythic	EMN	"[+1]: Up to one target creature gets -2/-1 until your next turn.
[−2]: Put the top two cards of your library into your graveyard, then you may return a creature card from your graveyard to your hand.
[−7]: You get an emblem with ""At the beginning of your end step, create X 2/2 black Zombie creature tokens, where X is two plus the number of Zombies you control."""	Not a Creature	Not a Creature	3	39	19	70	128
823	Mausoleum Wanderer	{U}	1.0	['Blue']	Creature — Spirit	Rare	EMN	"Flying
Whenever another Spirit enters the battlefield under your control, Mausoleum Wanderer gets +1/+1 until end of turn.
Sacrifice Mausoleum Wanderer: Counter target instant or sorcery spell unless its controller pays {X}, where X is Mausoleum Wanderer's power."	1	1	Not a Planeswalker	120	56	196	372
824	Nebelgast Herald	{2}{U}	3.0	['Blue']	Creature — Spirit	Uncommon	EMN	"Flash (You may cast this spell any time you could cast an instant.)
Flying
Whenever Nebelgast Herald or another Spirit enters the battlefield under your control, tap target creature an opponent controls."	2	1	Not a Planeswalker	101	38	190	329
825	Permeating Mass	{G}	1.0	['Green']	Creature — Spirit	Rare	EMN	Whenever Permeating Mass deals combat damage to a creature, that creature becomes a copy of Permeating Mass.	1	3	Not a Planeswalker	0	4	18	22
826	Selfless Spirit	{1}{W}	2.0	['White']	Creature — Spirit Cleric	Rare	EMN	"Flying
Sacrifice Selfless Spirit: Creatures you control gain indestructible until end of turn."	2	1	Not a Planeswalker	132	56	174	362
827	Spell Queller	{1}{W}{U}	3.0	['Blue', 'White']	Creature — Spirit	Rare	EMN	"Flash
Flying
When Spell Queller enters the battlefield, exile target spell with converted mana cost 4 or less.
When Spell Queller leaves the battlefield, the exiled card's owner may cast that card without paying its mana cost."	2	3	Not a Planeswalker	120	62	198	380
828	Summary Dismissal	{2}{U}{U}	4.0	['Blue']	Instant	Rare	EMN	Exile all other spells and counter all abilities.	Not a Creature	Not a Creature	Not a Planeswalker	25	9	8	42
829	Tamiyo, Field Researcher	{1}{G}{W}{U}	4.0	['Green', 'Blue', 'White']	Legendary Planeswalker — Tamiyo	Mythic	EMN	"[+1]: Choose up to two target creatures. Until your next turn, whenever either of those creatures deals combat damage, you draw a card.
[−2]: Tap up to two target nonland permanents. They don't untap during their controller's next untap step.
[−7]: Draw three cards. You get an emblem with ""You may cast spells from your hand without paying their mana costs."""	Not a Creature	Not a Creature	4	0	0	2	2
830	Terrarion	{1}	1.0	[]	Artifact	Common	EMN	"Terrarion enters the battlefield tapped.
{2}, {T}, Sacrifice Terrarion: Add two mana in any combination of colors.
When Terrarion is put into a graveyard from the battlefield, draw a card."	Not a Creature	Not a Creature	Not a Planeswalker	3	0	1	4
831	Thalia, Heretic Cathar	{2}{W}	3.0	['White']	Legendary Creature — Human Soldier	Rare	EMN	"First strike
Creatures and nonbasic lands your opponents control enter the battlefield tapped."	3	2	Not a Planeswalker	1	0	1	2
832	Unsubstantiate	{1}{U}	2.0	['Blue']	Instant	Uncommon	EMN	Return target spell or creature to its owner's hand.	Not a Creature	Not a Creature	Not a Planeswalker	3	2	1	6
833	Aether Hub		0.0	[]	Land	Uncommon	KLD	"When Aether Hub enters the battlefield, you get {E} (an energy counter).
{T}: Add {C}.
{T}, Pay {E}: Add one mana of any color."	Not a Creature	Not a Creature	Not a Planeswalker	7	4	1	12
834	Aetherflux Reservoir	{4}	4.0	[]	Artifact	Rare	KLD	"Whenever you cast a spell, you gain 1 life for each spell you've cast this turn.
Pay 50 life: Aetherflux Reservoir deals 50 damage to any target."	Not a Creature	Not a Creature	Not a Planeswalker	2	0	0	2
835	Attune with Aether	{G}	1.0	['Green']	Sorcery	Common	KLD	Search your library for a basic land card, reveal it, put it into your hand, then shuffle your library. You get {E}{E} (two energy counters).	Not a Creature	Not a Creature	Not a Planeswalker	4	0	0	4
836	Authority of the Consuls	{W}	1.0	['White']	Enchantment	Rare	KLD	"Creatures your opponents control enter the battlefield tapped.
Whenever a creature enters the battlefield under an opponent's control, you gain 1 life."	Not a Creature	Not a Creature	Not a Planeswalker	2	0	0	2
837	Blooming Marsh		0.0	[]	Land	Rare	KLD	"Blooming Marsh enters the battlefield tapped unless you control two or fewer other lands.
{T}: Add {B} or {G}."	Not a Creature	Not a Creature	Not a Planeswalker	120	55	191	366
838	Blossoming Defense	{G}	1.0	['Green']	Instant	Uncommon	KLD	Target creature you control gets +2/+2 and gains hexproof until end of turn.	Not a Creature	Not a Creature	Not a Planeswalker	2	0	2	4
839	Bomat Courier	{1}	1.0	[]	Artifact Creature — Construct	Rare	KLD	"Haste
Whenever Bomat Courier attacks, exile the top card of your library face down. (You can't look at it.)
{R}, Discard your hand, Sacrifice Bomat Courier: Put all cards exiled with Bomat Courier into their owners' hands."	1	1	Not a Planeswalker	101	56	40	197
840	Botanical Sanctum		0.0	[]	Land	Rare	KLD	"Botanical Sanctum enters the battlefield tapped unless you control two or fewer other lands.
{T}: Add {G} or {U}."	Not a Creature	Not a Creature	Not a Planeswalker	180	111	393	684
841	Built to Smash	{R}	1.0	['Red']	Instant	Common	KLD	Target attacking creature gets +3/+3 until end of turn. If it's an artifact creature, it gains trample until end of turn.	Not a Creature	Not a Creature	Not a Planeswalker	0	0	1	1
842	Cataclysmic Gearhulk	{3}{W}{W}	5.0	['White']	Artifact Creature — Construct	Mythic	KLD	"Vigilance
When Cataclysmic Gearhulk enters the battlefield, each player chooses an artifact, a creature, an enchantment, and a planeswalker from among the nonland permanents they control, then sacrifices the rest."	4	5	Not a Planeswalker	1	0	2	3
843	Ceremonious Rejection	{U}	1.0	['Blue']	Instant	Uncommon	KLD	Counter target colorless spell.	Not a Creature	Not a Creature	Not a Planeswalker	1	0	0	1
844	Chandra, Torch of Defiance	{2}{R}{R}	4.0	['Red']	Legendary Planeswalker — Chandra	Mythic	KLD	"[+1]: Exile the top card of your library. You may cast that card. If you don't, Chandra, Torch of Defiance deals 2 damage to each opponent.
[+1]: Add {R}{R}.
[−3]: Chandra, Torch of Defiance deals 4 damage to target creature.
[−7]: You get an emblem with ""Whenever you cast a spell, this emblem deals 5 damage to any target."""	Not a Creature	Not a Creature	4	86	26	64	176
845	Concealed Courtyard		0.0	[]	Land	Rare	KLD	"Concealed Courtyard enters the battlefield tapped unless you control two or fewer other lands.
{T}: Add {W} or {B}."	Not a Creature	Not a Creature	Not a Planeswalker	26	33	22	81
846	Cultivator's Caravan	{3}	3.0	[]	Artifact — Vehicle	Rare	KLD	"{T}: Add one mana of any color.
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)"	5	5	Not a Planeswalker	0	1	0	1
847	Essence Extraction	{1}{B}{B}	3.0	['Black']	Instant	Uncommon	KLD	Essence Extraction deals 3 damage to target creature and you gain 3 life.	Not a Creature	Not a Creature	Not a Planeswalker	0	0	1	1
848	Fairgrounds Warden	{2}{W}	3.0	['White']	Creature — Dwarf Soldier	Uncommon	KLD	When Fairgrounds Warden enters the battlefield, exile target creature an opponent controls until Fairgrounds Warden leaves the battlefield.	1	3	Not a Planeswalker	7	1	0	8
849	Inspiring Vantage		0.0	[]	Land	Rare	KLD	"Inspiring Vantage enters the battlefield tapped unless you control two or fewer other lands.
{T}: Add {R} or {W}."	Not a Creature	Not a Creature	Not a Planeswalker	16	7	6	29
850	Kambal, Consul of Allocation	{1}{W}{B}	3.0	['Black', 'White']	Legendary Creature — Human Advisor	Rare	KLD	Whenever an opponent casts a noncreature spell, that player loses 2 life and you gain 2 life.	2	3	Not a Planeswalker	3	5	2	10
851	Lost Legacy	{1}{B}{B}	3.0	['Black']	Sorcery	Rare	KLD	Choose a nonartifact, nonland card name. Search target player's graveyard, hand, and library for any number of cards with that name and exile them. That player shuffles their library, then draws a card for each card exiled from their hand this way.	Not a Creature	Not a Creature	Not a Planeswalker	28	6	38	72
852	Nature's Way	{1}{G}	2.0	['Green']	Sorcery	Uncommon	KLD	Target creature you control gains vigilance and trample until end of turn. It deals damage equal to its power to target creature you don't control.	Not a Creature	Not a Creature	Not a Planeswalker	1	0	0	1
853	Nissa, Vital Force	{3}{G}{G}	5.0	['Green']	Legendary Planeswalker — Nissa	Mythic	KLD	"[+1]: Untap target land you control. Until your next turn, it becomes a 5/5 Elemental creature with haste. It's still a land.
[−3]: Return target permanent card from your graveyard to your hand.
[−6]: You get an emblem with ""Whenever a land enters the battlefield under your control, you may draw a card."""	Not a Creature	Not a Creature	5	2	0	0	2
854	Paradoxical Outcome	{3}{U}	4.0	['Blue']	Instant	Rare	KLD	Return any number of target nonland, nontoken permanents you control to their owners' hands. Draw a card for each card returned to your hand this way.	Not a Creature	Not a Creature	Not a Planeswalker	3	0	0	3
855	Pia Nalaar	{2}{R}	3.0	['Red']	Legendary Creature — Human Artificer	Rare	KLD	"When Pia Nalaar enters the battlefield, create a 1/1 colorless Thopter artifact creature token with flying.
{1}{R}: Target artifact creature gets +1/+0 until end of turn.
{1}, Sacrifice an artifact: Target creature can't block this turn."	2	2	Not a Planeswalker	0	1	0	1
856	Scrapheap Scrounger	{2}	2.0	[]	Artifact Creature — Construct	Rare	KLD	"Scrapheap Scrounger can't block.
{1}{B}, Exile another creature card from your graveyard: Return Scrapheap Scrounger from your graveyard to the battlefield."	3	2	Not a Planeswalker	241	129	115	485
857	Skysovereign, Consul Flagship	{5}	5.0	[]	Legendary Artifact — Vehicle	Mythic	KLD	"Flying
Whenever Skysovereign, Consul Flagship enters the battlefield or attacks, it deals 3 damage to target creature or planeswalker an opponent controls.
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)"	6	5	Not a Planeswalker	0	1	0	1
858	Spirebluff Canal		0.0	[]	Land	Rare	KLD	"Spirebluff Canal enters the battlefield tapped unless you control two or fewer other lands.
{T}: Add {U} or {R}."	Not a Creature	Not a Creature	Not a Planeswalker	144	67	35	246
859	Torrential Gearhulk	{4}{U}{U}	6.0	['Blue']	Artifact Creature — Construct	Mythic	KLD	"Flash
When Torrential Gearhulk enters the battlefield, you may cast target instant card from your graveyard without paying its mana cost. If that card would be put into your graveyard this turn, exile it instead."	5	6	Not a Planeswalker	13	9	6	28
860	Verdurous Gearhulk	{3}{G}{G}	5.0	['Green']	Artifact Creature — Construct	Mythic	KLD	"Trample
When Verdurous Gearhulk enters the battlefield, distribute four +1/+1 counters among any number of target creatures you control."	4	4	Not a Planeswalker	0	1	0	1
861	Voltaic Brawler	{R}{G}	2.0	['Green', 'Red']	Creature — Human Warrior	Uncommon	KLD	"When Voltaic Brawler enters the battlefield, you get {E}{E} (two energy counters).
Whenever Voltaic Brawler attacks, you may pay {E}. If you do, it gets +1/+1 and gains trample until end of turn."	3	2	Not a Planeswalker	0	0	4	4
862	Aethersphere Harvester	{3}	3.0	[]	Artifact — Vehicle	Rare	AER	"Flying
When Aethersphere Harvester enters the battlefield, you get {E}{E} (two energy counters).
Pay {E}: Aethersphere Harvester gains lifelink until end of turn.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)"	3	5	Not a Planeswalker	77	41	35	153
863	Disallow	{1}{U}{U}	3.0	['Blue']	Instant	Rare	AER	Counter target spell, activated ability, or triggered ability. (Mana abilities can't be targeted.)	Not a Creature	Not a Creature	Not a Planeswalker	0	2	1	3
864	Fatal Push	{B}	1.0	['Black']	Instant	Uncommon	AER	"Destroy target creature if it has converted mana cost 2 or less.
Revolt — Destroy that creature if it has converted mana cost 4 or less instead if a permanent you controlled left the battlefield this turn."	Not a Creature	Not a Creature	Not a Planeswalker	512	275	642	1429
865	Gifted Aetherborn	{B}{B}	2.0	['Black']	Creature — Aetherborn Vampire	Uncommon	AER	Deathtouch, lifelink	2	3	Not a Planeswalker	52	12	36	100
866	Heart of Kiran	{2}	2.0	[]	Legendary Artifact — Vehicle	Mythic	AER	"Flying, vigilance
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)
You may remove a loyalty counter from a planeswalker you control rather than pay Heart of Kiran's crew cost."	4	4	Not a Planeswalker	16	20	7	43
867	Heroic Intervention	{1}{G}	2.0	['Green']	Instant	Rare	AER	Permanents you control gain hexproof and indestructible until end of turn.	Not a Creature	Not a Creature	Not a Planeswalker	4	0	1	5
868	Hope of Ghirapur	{1}	1.0	[]	Legendary Artifact Creature — Thopter	Rare	AER	"Flying
Sacrifice Hope of Ghirapur: Until your next turn, target player who was dealt combat damage by Hope of Ghirapur this turn can't cast noncreature spells."	1	1	Not a Planeswalker	48	27	16	91
869	Invigorated Rampage	{1}{R}	2.0	['Red']	Instant	Uncommon	AER	"Choose one —
• Target creature gets +4/+0 and gains trample until end of turn.
• Two target creatures each get +2/+0 and gain trample until end of turn."	Not a Creature	Not a Creature	Not a Planeswalker	0	0	1	1
870	Kari Zev's Expertise	{1}{R}{R}	3.0	['Red']	Sorcery	Rare	AER	"Gain control of target creature or Vehicle until end of turn. Untap it. It gains haste until end of turn.
You may cast a card with converted mana cost 2 or less from your hand without paying its mana cost."	Not a Creature	Not a Creature	Not a Planeswalker	1	1	18	20
871	Kari Zev, Skyship Raider	{1}{R}	2.0	['Red']	Legendary Creature — Human Pirate	Rare	AER	"First strike, menace
Whenever Kari Zev, Skyship Raider attacks, create Ragavan, a legendary 2/1 red Monkey creature token. Ragavan enters the battlefield tapped and attacking. Exile that token at end of combat."	1	3	Not a Planeswalker	53	27	76	156
872	Lifecrafter's Bestiary	{3}	3.0	[]	Artifact	Rare	AER	"At the beginning of your upkeep, scry 1.
Whenever you cast a creature spell, you may pay {G}. If you do, draw a card."	Not a Creature	Not a Creature	Not a Planeswalker	3	0	0	3
873	Metallic Rebuke	{2}{U}	3.0	['Blue']	Instant	Common	AER	"Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)
Counter target spell unless its controller pays {3}."	Not a Creature	Not a Creature	Not a Planeswalker	17	5	11	33
874	Renegade Map	{1}	1.0	[]	Artifact	Common	AER	"Renegade Map enters the battlefield tapped.
{T}, Sacrifice Renegade Map: Search your library for a basic land card, reveal it, put it into your hand, then shuffle your library."	Not a Creature	Not a Creature	Not a Planeswalker	6	0	0	6
875	Rishkar, Peema Renegade	{2}{G}	3.0	['Green']	Legendary Creature — Elf Druid	Rare	AER	"When Rishkar, Peema Renegade enters the battlefield, put a +1/+1 counter on each of up to two target creatures.
Each creature you control with a counter on it has ""{T}: Add {G}."""	2	2	Not a Planeswalker	5	1	4	10
876	Spire of Industry		0.0	[]	Land	Rare	AER	"{T}: Add {C}.
{T}, Pay 1 life: Add one mana of any color. Activate this ability only if you control an artifact."	Not a Creature	Not a Creature	Not a Planeswalker	71	36	18	125
877	Sram, Senior Edificer	{1}{W}	2.0	['White']	Legendary Creature — Dwarf Advisor	Rare	AER	Whenever you cast an Aura, Equipment, or Vehicle spell, draw a card.	2	2	Not a Planeswalker	0	8	12	20
878	Unbridled Growth	{G}	1.0	['Green']	Enchantment — Aura	Common	AER	"Enchant land
Enchanted land has ""{T}: Add one mana of any color.""
Sacrifice Unbridled Growth: Draw a card."	Not a Creature	Not a Creature	Not a Planeswalker	4	0	0	4
879	Walking Ballista	{X}{X}	0.0	[]	Artifact Creature — Construct	Rare	AER	"Walking Ballista enters the battlefield with X +1/+1 counters on it.
{4}: Put a +1/+1 counter on Walking Ballista.
Remove a +1/+1 counter from Walking Ballista: It deals 1 damage to any target."	0	0	Not a Planeswalker	152	55	129	336
880	Winding Constrictor	{B}{G}	2.0	['Black', 'Green']	Creature — Snake	Uncommon	AER	"If one or more counters would be put on an artifact or creature you control, that many plus one of each of those kinds of counters are put on that permanent instead.
If you would get one or more counters, you get that many plus one of each of those kinds of counters instead."	2	3	Not a Planeswalker	16	0	4	20
881	Yahenni's Expertise	{2}{B}{B}	4.0	['Black']	Sorcery	Rare	AER	"All creatures get -3/-3 until end of turn.
You may cast a card with converted mana cost 3 or less from your hand without paying its mana cost."	Not a Creature	Not a Creature	Not a Planeswalker	0	0	1	1
882	Ahn-Crop Crasher	{2}{R}	3.0	['Red']	Creature — Minotaur Warrior	Uncommon	AKH	"Haste
You may exert Ahn-Crop Crasher as it attacks. When you do, target creature can't block this turn. (An exerted creature won't untap during your next untap step.)"	3	2	Not a Planeswalker	0	3	0	3
883	Approach of the Second Sun	{6}{W}	7.0	['White']	Sorcery	Rare	AKH	If this spell was cast from your hand and you've cast another spell named Approach of the Second Sun this game, you win the game. Otherwise, put Approach of the Second Sun into its owner's library seventh from the top and you gain 7 life.	Not a Creature	Not a Creature	Not a Planeswalker	5	1	0	6
884	By Force	{X}{R}	1.0	['Red']	Sorcery	Uncommon	AKH	Destroy X target artifacts.	Not a Creature	Not a Creature	Not a Planeswalker	2	0	0	2
885	Canyon Slough		0.0	[]	Land — Swamp Mountain	Rare	AKH	"({T}: Add {B} or {R}.)
Canyon Slough enters the battlefield tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)"	Not a Creature	Not a Creature	Not a Planeswalker	10	0	0	10
886	Cartouche of Solidarity	{W}	1.0	['White']	Enchantment — Aura Cartouche	Common	AKH	"Enchant creature you control
When Cartouche of Solidarity enters the battlefield, create a 1/1 white Warrior creature token with vigilance.
Enchanted creature gets +1/+1 and has first strike."	Not a Creature	Not a Creature	Not a Planeswalker	0	10	12	22
887	Cascading Cataracts		0.0	[]	Land	Rare	AKH	"Indestructible
{T}: Add {C}.
{5}, {T}: Add five mana in any combination of colors."	Not a Creature	Not a Creature	Not a Planeswalker	4	3	0	7
888	Cast Out	{3}{W}	4.0	['White']	Enchantment	Uncommon	AKH	"Flash
When Cast Out enters the battlefield, exile target nonland permanent an opponent controls until Cast Out leaves the battlefield.
Cycling {W} ({W}, Discard this card: Draw a card.)"	Not a Creature	Not a Creature	Not a Planeswalker	36	20	21	77
889	Censor	{1}{U}	2.0	['Blue']	Instant	Uncommon	AKH	"Counter target spell unless its controller pays {1}.
Cycling {U} ({U}, Discard this card: Draw a card.)"	Not a Creature	Not a Creature	Not a Planeswalker	212	96	172	480
890	Commit	{3}{U}	10.0	['Blue']	Instant	Rare	AKH	Put target spell or nonland permanent into its owner's library second from the top.	Not a Creature	Not a Creature	Not a Planeswalker	0	2	0	2
891	Dissenter's Deliverance	{1}{G}	2.0	['Green']	Instant	Common	AKH	"Destroy target artifact.
Cycling {G} ({G}, Discard this card: Draw a card.)"	Not a Creature	Not a Creature	Not a Planeswalker	0	1	0	1
892	Dread Wanderer	{B}	1.0	['Black']	Creature — Zombie Jackal	Rare	AKH	"Dread Wanderer enters the battlefield tapped.
{2}{B}: Return Dread Wanderer from your graveyard to the battlefield. Activate this ability only any time you could cast a sorcery and only if you have one or fewer cards in hand."	2	1	Not a Planeswalker	109	49	83	241
893	Dusk	{2}{W}{W}	9.0	['White']	Sorcery	Rare	AKH	Destroy all creatures with power 3 or greater.	Not a Creature	Not a Creature	Not a Planeswalker	0	2	0	2
894	Fetid Pools		0.0	[]	Land — Island Swamp	Rare	AKH	"({T}: Add {U} or {B}.)
Fetid Pools enters the battlefield tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)"	Not a Creature	Not a Creature	Not a Planeswalker	98	82	152	332
895	Gate to the Afterlife	{3}	3.0	[]	Artifact	Uncommon	AKH	"Whenever a nontoken creature you control dies, you gain 1 life. Then you may draw a card. If you do, discard a card.
{2}, {T}, Sacrifice Gate to the Afterlife: Search your graveyard, hand, and/or library for a card named God-Pharaoh's Gift and put it onto the battlefield. If you search your library this way, shuffle it. Activate this ability only if there are six or more creature cards in your graveyard."	Not a Creature	Not a Creature	Not a Planeswalker	4	0	0	4
896	Gideon of the Trials	{1}{W}{W}	3.0	['White']	Legendary Planeswalker — Gideon	Mythic	AKH	"[+1]: Until your next turn, prevent all damage target permanent would deal.
[0]: Until end of turn, Gideon of the Trials becomes a 4/4 Human Soldier creature with indestructible that's still a planeswalker. Prevent all damage that would be dealt to him this turn.
[0]: You get an emblem with ""As long as you control a Gideon planeswalker, you can't lose the game and your opponents can't win the game."""	Not a Creature	Not a Creature	3	22	13	72	107
897	Gideon's Intervention	{2}{W}{W}	4.0	['White']	Enchantment	Rare	AKH	"As Gideon's Intervention enters the battlefield, choose a card name.
Your opponents can't cast spells with the chosen name.
Prevent all damage that would be dealt to you and permanents you control by sources with the chosen name."	Not a Creature	Not a Creature	Not a Planeswalker	4	0	6	10
898	Glory-Bound Initiate	{1}{W}	2.0	['White']	Creature — Human Warrior	Rare	AKH	You may exert Glory-Bound Initiate as it attacks. When you do, it gets +1/+3 and gains lifelink until end of turn. (An exerted creature won't untap during your next untap step.)	3	1	Not a Planeswalker	0	0	2	2
899	Glorybringer	{3}{R}{R}	5.0	['Red']	Creature — Dragon	Rare	AKH	"Flying, haste
You may exert Glorybringer as it attacks. When you do, it deals 4 damage to target non-Dragon creature an opponent controls. (An exerted creature won't untap during your next untap step.)"	4	4	Not a Planeswalker	45	23	5	73
900	Hazoret the Fervent	{3}{R}	4.0	['Red']	Legendary Creature — God	Mythic	AKH	"Indestructible, haste
Hazoret the Fervent can't attack or block unless you have one or fewer cards in hand.
{2}{R}, Discard a card: Hazoret deals 2 damage to each opponent."	5	4	Not a Planeswalker	17	7	32	56
901	Hieroglyphic Illumination	{3}{U}	4.0	['Blue']	Instant	Common	AKH	"Draw two cards.
Cycling {U} ({U}, Discard this card: Draw a card.)"	Not a Creature	Not a Creature	Not a Planeswalker	3	0	0	3
902	Irrigated Farmland		0.0	[]	Land — Plains Island	Rare	AKH	"({T}: Add {W} or {U}.)
Irrigated Farmland enters the battlefield tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)"	Not a Creature	Not a Creature	Not a Planeswalker	89	29	41	159
903	Kefnet the Mindful	{2}{U}	3.0	['Blue']	Legendary Creature — God	Mythic	AKH	"Flying, indestructible
Kefnet the Mindful can't attack or block unless you have seven or more cards in hand.
{3}{U}: Draw a card, then you may return a land you control to its owner's hand."	5	5	Not a Planeswalker	0	0	1	1
