arrest_stats_id,team,team_name,team_preffered_name,team_city,team_conference,team_division,name,position,position_name,position_type,category,crime_category,description,outcome,season,arrestseasonstate,month,day,day_of_week
223,OAK,Raiders,Oakland Raiders,Oakland,AFC,West,Louis Murphy,WR,Wide Receiver,O,Drugs,Drugs,"Pulled over in Gainesville, Fla., accused of possessing bottle of Viagra for which he had no prescription, resisting arrest.",Resolution undetermined.,2011,OffSeason,4,3,Sunday
228,OAK,Raiders,Oakland Raiders,Oakland,AFC,West,Mario Henderson,OT,Offensive Tackle,O,Gun,Gun,"Pulled over in Fort Myers, Fla., and accused of carrying a concealed weapon an d playing music too loud.",Resolution undetermined.,2011,OffSeason,3,17,Thursday
232,OAK,Raiders,Oakland Raiders,Oakland,AFC,West,Michael Bush,RB,Running Back,O,DUI,DUI,"Suspected of drunk driving in Clarksville, Ind.",Resolution undetermined.,2011,OffSeason,2,12,Saturday
325,OAK,Raiders,Oakland Raiders,Oakland,AFC,West,Cornell Green,OT,Offensive Tackle,O,Domestic violence,Domestic Violence,Accused of slamming the mother of his two children against wall and striking her arm with mop handle. Arrested at Tampa airport after incident.,"Diversion program, classes, court costs.",2009,OffSeason,3,21,Saturday
355,OAK,Raiders,Oakland Raiders,Oakland,AFC,West,Tommy Kelly,DT,Defensive Tackle,D,DUI,DUI,Pulled over on suspicion of drunk driving in Oakland.,Resolution undetermined.,2008,InSeason,9,14,Sunday
401,OAK,Raiders,Oakland Raiders,Oakland,AFC,West,Fabian Washington,CB,Cornerback,D,Domestic violence,Domestic Violence,"Accused of domestic battery in Florida after incident with girlfriend. Police observed ""slight red marks"" on her neck.",Diversion program for first-time offenders. NFL suspended him one game.,2008,OffSeason,2,19,Tuesday
434,OAK,Raiders,Oakland Raiders,Oakland,AFC,West,Bryant McNeal,DE,Defensive End,D,Outstanding warrant,Theft / Burglary,"Pulled over in South Carolina , arrested on outstanding warrant involving defrauding a pawn broker . He allegedly sold broker a car he did not own.",Resolution undetermined. Released by team a week after arrest.,2007,OffSeason,7,5,Thursday
594,OAK,Raiders,Oakland Raiders,Oakland,AFC,West,Charles Woodson,S,Safety,D,Alcohol,Alcohol / Disorderly,"Briefly jailed in downtown Oakland after allegedly refusing to leave a woman's car around 4 a.m., accused of being drunk in public.",Charges dropped.,2004,InSeason,12,20,Monday
781,OAK,Raiders,Oakland Raiders,Oakland,AFC,West,Charles Woodson,CB,Cornerback,D,DUI,DUI,"Accused of drunk driving and driving with a suspended license in Ann Arbor, Mich. Blood-alcohol measured at .24.","Pleaded guilty to driving while impaired, 60 hours of community service.",2000,OffSeason,5,24,Wednesday
595,OAK,Raiders,Oakland Raiders,Oakland,AFC,West,Marques Anderson,S,Safety,D,Alcohol,Alcohol / Disorderly,"Briefly jailed in downtown Oakland after allegedly refusing to leave a woman's car around 4 a.m., accused of being drunk in public.",Charges dropped.,2004,InSeason,12,20,Monday
644,OAK,Raiders,Oakland Raiders,Oakland,AFC,West,Sebastian Janikowski,K,Kicker,S,"Assault, alcohol",Assault / Battery,"Accused of misdemeanor assault, vandalism and public drunkenness after fight at supper club in Walnut Creek, Calif.",Charges dropped for lack of evidence.,2003,InSeason,9,20,Saturday
685,OAK,Raiders,Oakland Raiders,Oakland,AFC,West,Sebastian Janikowski,K,Kicker,S,DUI,DUI,"Pulled over in Oakland, accused of drunk driving. Blood-alcohol measured at .20.","Pleaded no contest to misdemeanor DUI, three years of probation, $1,292 fine, DUI school.",2002,InSeason,10,2,Wednesday
779,OAK,Raiders,Oakland Raiders,Oakland,AFC,West,Sebastian Janikowski,K,Kicker,S,Drugs,Drugs,"Accused of possession of a controlled substance, the designer drug GHB, after police approached his car and found suspicious substance.",Acquitted by jury.,2000,OffSeason,6,21,Wednesday
690,OAK,Raiders,Oakland Raiders,Oakland,AFC,West,Darrell Russell,DT,Defensive Tackle,D,DUI,DUI,"Pulled over for speeding in Nevada, accused of drunk driving and failing a sobriety test after visiting a brothel.","Pleaded guilty, ordered to attend DUI school, 48 hours of community service.",2002,OffSeason,8,25,Sunday
716,OAK,Raiders,Oakland Raiders,Oakland,AFC,West,Darrell Russell,DT,Defensive Tackle,D,Sexual assault,Sex,"Accused of drugging a woman and filming her rape by two associates in Alameda, Calif.",Charges dropped for lack of evidence.,2002,OffSeason,2,1,Friday
857,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Michael Oher,OT,Offensive Tackle,O,Assault,Assault / Battery,"Cited for allegedly pushing and kicking an Uber driver in the early morning hours of April 14 following a dispute over the fare, according to the police report. The report states Oher had been drinking.",Resolution Undetermined ,2017,OffSeason,4,14,Friday
816,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Cameron Artis-Payne,RB,Running Back,O,Reckless driving,License / Traffic,Accused of driving 102 mph in a 65-mph zone in North Carolina.,Resolution undetermined.,2016,OffSeason,4,24,Sunday
851,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Stephen Hill,WR,Wide Receiver,O,Drugs,Drugs,"Pulled over for seatbelt violation, cited for possession of drug paraphernalia after officer smelled marijuana.","Pleaded guilty to misdemeanor, 48 hours community service, one year of probation.",2015,OffSeason,7,28,Tuesday
60,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Greg Hardy,DE,Defensive End,D,Domestic violence,Domestic Violence,Police responded to call and reported that a woman accused Hardy of assaulting her and threatening her.,"Case dismissed on appeal after being convicted by judge on assault charge, 18 months probation. Deactivated by team.",2014,OffSeason,5,13,Tuesday
194,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Lawrence Wilson,LB,Linebacker,D,Drugs,Drugs,"Pulled over for speeding, accused of having 11 grams of marijuana.",Resolution undetermined.,2011,InSeason,11,2,Wednesday
250,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Dwayne Jarrett,WR,Wide Receiver,O,DUI,DUI,Pulled over for speeding after 2 a.m. and arrested on suspicion of driving under the influence.,Resolution undetermined. Cut by team same day of arrest.,2010,InSeason,10,5,Tuesday
392,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Dwayne Jarrett,WR,Wide Receiver,O,DUI,DUI,"Police say he ran a red light and crossed center line, accused of drunken driving with blood-alcohol content of 0.12 near Charlotte.","Pleaded guilty, surrended license, 24 hours of community service, $420 in court costs.",2008,OffSeason,3,11,Tuesday
294,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Jon Beason,LB,Linebacker,D,Assault,Assault / Battery,Accused of aggravated assault after a confrontation with a man in Charlotte strip club.,Charges dropped.,2009,InSeason,11,30,Monday
346,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Jeremy Bridges,OG,Offensive Guard,O,Assault,Assault / Battery,Accused of spraying champagne on restaurant patrons and making threats in Charlotte.,Dropped.,2008,InSeason,12,7,Sunday
431,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Jeremy Bridges,OT,Offensive Tackle,O,"Assault, gun",Gun,Accused of pointing a gun at a female entertainer in parking lot of strip club.,"Found guilty, 60-day suspended jail sentence, 60 hours community service .",2007,OffSeason,7,26,Thursday
358,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Ricardo Colclough,CB,Cornerback,D,DUI,DUI,Accused of driving while impaired just hours before team made its final cuts.,"Pleaded guilty to driving while impaired, 30-day suspended sentence. Released by team within a day.",2008,OffSeason,8,30,Saturday
604,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Jarrod Cooper,S,Safety,D,False information,Other,"Pulled over in North Carolina, accused of providing false information to police.",Resolution undetermined. Team released him within a week.,2004,InSeason,10,22,Friday
645,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Jarrod Cooper,S,Safety,D,"DUI, drugs",Drugs,"Pulled over for speeding, accused of drunk driving, possession of a controlled substance (Xanax) without a prescription.","Pleaded guilty to driving while impaired, one year deferred sentence, one year probation, four-game NFL suspension.",2003,InSeason,9,16,Tuesday
714,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Jarrod Cooper,S,Safety,D,DUI,DUI,"Accused of drunk driving, losing control of his car in a single-car accident in North Carolina. Blood-alcohol measured at .18.","Pleaded no contest, one year of probation, 90-day suspended sentence, $800 fine.",2002,OffSeason,2,8,Friday
677,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Lamar Smith,RB,Running Back,O,DUI,DUI,"Pulled over by a state trooper in Mecklenburg County, accused of driving while impaired, speeding and reckless driving.",Resolution undetermined. Team placed him on paid leave the next day and released him in March 2003.,2002,InSeason,11,28,Thursday
678,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Steve Smith,WR,Wide Receiver,O,Assault,Assault / Battery,Accused of striking teammate Anthony Bright in a team film meeting. Bright ended up on the hospital and required facial surgery.,"Diversion program, anger counseling, one-game suspension by team.",2002,InSeason,11,22,Friday
679,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Chris Terry,OT,Offensive Tackle,O,Failure to appear,Domestic Violence,Accused of failing to appear in court as scheduled on domestic violence charge from July 2002.,Guilty. Team released him within hours.,2002,InSeason,11,20,Wednesday
691,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Chris Terry,OT,Offensive Tackle,O,Domestic violence,Domestic Violence,"Accused of assault by his wife, who told police he pushed her up against a wall.","Diversion program, counseling and community service in exchange for deferred prosecution.",2002,OffSeason,7,25,Thursday
717,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Muhsin Muhammad,WR,Wide Receiver,O,"Drugs, gun",Drugs,"Pulled over for speeding in North Carolina, accused of marijuana possession and carrying a concealed weapon.","Pleaded guilty, 30-day suspended sentence, $150 fine, one year of probation.",2002,OffSeason,1,20,Sunday
799,CAR,Panthers,Carolina Panthers,Charlotte,NFC,South,Fred Lane,RB,Running Back,O,"Drugs, gun",Gun,"Police pulled him over in Jackson, Tenn., for moving slowly and said they found an assault rifle in the trunk of his Mercedes and marijuana on the men n the car.",Indicted but shot and killed by his wife in July 2000.,2000,OffSeason,2,3,Thursday
913,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Leonard Fournette,RB,Running Back,O,Suspended License,License / Traffic,Failed to pay fine from November citation,Resolution Undetermined.,2019,OffSeason,4,11,Thursday
904,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Barry Church,S,Safety,D,Disorderly Conduct,Alcohol / Disorderly,Church and 3 of his teammates were detained after allegedly a fight broke out over a $64k bar tab that they believed was complementary. The bill was paid and reportedly no charges were filed.,Resolution Undetermined.,2018,InSeason,10,27,Saturday
905,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Ronnie Harrison,S,Safety,D,Disorderly Conduct,Alcohol / Disorderly,Harrison and 3 of his teammates were detained after allegedly a fight broke out over a $64k bar tab that they believed was complementary. The bill was paid and reportedly no charges were filed.,Resolution Undetermined.,2018,InSeason,10,27,Saturday
906,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Jarrod Wilson,CB,Cornerback,D,Disorderly Conduct,Alcohol / Disorderly,Wilson and 3 of his teammates were detained after allegedly a fight broke out over a $64k bar tab that they believed was complementary. The bill was paid and reportedly no charges were filed.,Resolution Undetermined.,2018,InSeason,10,27,Saturday
907,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,D.J. Hayden,CB,Cornerback,D,Disorderly Conduct,Alcohol / Disorderly,Hayden and 3 of his teammates were detained after allegedly a fight broke out over a $64k bar tab that they believed was complementary. The bill was paid and reportedly no charges were filed.,Resolution Undetermined.,2018,InSeason,10,27,Saturday
865,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Dante Fowler,DE,Defensive End,D,Battery,Assault / Battery,"Fowler was seen ""punching"" a man after a ""brief verbal confrontation."" He stepped on the man's glasses, Police stated the man did not claim injury in the incident.",Resolution Undetermined.,2017,OffSeason,7,18,Tuesday
868,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Dante Fowler,DE,Defensive End,D,Assault,Assault / Battery,"Fowler ignored verbal requests from officers, swung his arm at officers and tried to return to the crowd.",Resolution Undetermined.,2016,OffSeason,3,12,Saturday
847,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Dan Skuta,LB,Linebacker,D,Battery,Other,Accused of pushing a woman's face with an open hand after she refused to give him her phone number in Orlando.,Dropped by prosecutors.,2016,OffSeason,6,19,Sunday
850,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Justin Blackmon,LB,Linebacker,D,DUI,DUI,"Accused of drunken driving in Carter County, Okla. Blackmon already was serving an indefinite NFL suspension at the time of his arrest.",Resolution undetermined.,2015,InSeason,12,19,Saturday
47,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Justin Blackmon,WR,Wide Receiver,O,Drugs,Drugs,"Pulled over for traffic violation in Oklahoma, accused of marijuana possession.",Pleaded no contest to misdemeanor marijuana possession after entering voluntary rehabilitation program.,2014,OffSeason,7,23,Wednesday
169,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Justin Blackmon,WR,Wide Receiver,O,DUI,DUI,"Arrested in Stillwater, Okla.,on DUI charge after traffic stop. Blood-alcohol three times the limit.","Pleaded guilty, $500 fine, deferred sentence of one year.",2012,OffSeason,6,3,Sunday
32,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Dwayne Gratz,CB,Cornerback,D,Trespassing,Alcohol / Disorderly,Accused of disorderly intoxication and trespassing after trying to buy items at a store in Miami with bubble gum instead of money.,Resolution undetermined.,2014,InSeason,11,16,Sunday
63,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Tandon Doss,WR,Wide Receiver,O,Disorderly conduct,Alcohol / Disorderly,Accused of refusing to listen to police orders after two men reported him to police and said Doss was following them in his car.,Dropped after prosecutors declined to file charges.,2014,OffSeason,4,16,Wednesday
160,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Odrick Ray,DE,Defensive End,D,Traffic warrants,License / Traffic,"Pulled over in Tulsa, Okla., for speeding and arrested for having outstanding traffic warrrants.",Resolution undetermined.,2012,OffSeason,7,13,Friday
181,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Nate Collins,DT,Defensive Tackle,D,Drugs,Drugs,"Accused of marijuana possession after traffic stop in Warrenton, Va. Police pulled him over because of his tinted windows.",Resolution undetermined.,2012,OffSeason,2,23,Thursday
328,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Matt Jones,WR,Wide Receiver,O,Alcohol,Alcohol / Disorderly,"Accused of violating terms of previous plea deal in cocaine case. He tested positive for alcohol consumption, leading to his arrest in Arkansas.","Found guilty, six days in jail.",2009,OffSeason,3,9,Monday
361,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Matt Jones,WR,Wide Receiver,O,Drugs,Drugs,Accused of cocaine possession after being spotted by Arkansas police in parked car cutting up cocaine-like substance.,Diversion program of drug treatment. Suspended by league for three games.,2008,OffSeason,7,10,Thursday
331,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Gerald Sensabaugh,S,Safety,D,"License, guns",License / Traffic,"Accused of driving with a suspended license in Kingsport, Tenn. He had three guns in his Bentley, but apparently had a permit for them.",Resolution undetermined.,2009,OffSeason,2,13,Friday
373,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Gerald Sensabaugh,S,Safety,D,Reckless driving,License / Traffic,"Accused of doing stunts on a motorcycle in Kingsport, Tenn.",Resolution undetermined.,2008,OffSeason,5,30,Friday
460,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Gerald Sensabaugh,S,Safety,D,Gun,Gun,"Pulled over for speeding in his BMW, he was charged with carrying a firearm without a permit in Tennessee.",Charge dropped on permit.,2007,OffSeason,3,19,Monday
333,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Reggie Williams,WR,Wide Receiver,O,"DUI, drugs",DUI,"Pulled over in Houston at about 2 a.m., charged with drunken driving and possession of .97 grams of marijuana.",Charges dropped.,2009,OffSeason,2,11,Wednesday
545,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Reggie Williams,WR,Wide Receiver,O,Drugs,Drugs,"Pulled over for running a red light, accused of marijuana possession, driving with a suspended license.","Diversion program, community service.",2006,OffSeason,1,9,Monday
345,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Travarous Bain,CB,Cornerback,D,License,License / Traffic,"Pulled over for speeding in Florida, accused of having suspended or revoked license.",Resolution undetermined. Released from team a few days after arrest.,2008,InSeason,12,21,Sunday
357,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Fred Taylor,RB,Running Back,O,Disorderly conduct,Alcohol / Disorderly,"Forced out of car at gunpoint, accused of being uncooperative during search near nightclub in Miami Beach.",Charges dropped.,2008,OffSeason,8,30,Saturday
410,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Brent Hawkins,DE,Defensive End,D,DUI,DUI,"Pulled over for speeding, accused of drunken driving near Jacksonville after telling police he had three vodkas with orange juice.","Pleaded guilty, $1,000 in fines, six months of probation, license suspended.",2008,OffSeason,1,14,Monday
413,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Stockar McDougle,OT,Offensive Tackle,O,Battery,Assault / Battery,Charged with battery on person 65 or older at landscaping company in dispute over interest on bill.,Resolution undetermined.,2007,InSeason,12,28,Friday
421,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Richard Collier,OT,Offensive Tackle,O,DUI,DUI,"Police said they found him asleep at the wheel in McDonald's drive-thru window, charged him drunk driving. Blood-alcohol 0.96.","Pleaded no contest, six months probation, 50 hours community service, $650 fines and costs.",2007,InSeason,11,3,Saturday
420,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Justin Durant,LB,Linebacker,D,"Alcohol, resisting arrest",Alcohol / Disorderly,"Police said they found him in his car on road, charged him with possession of open container and resisting arrest.",PENALTY FOR CRIME? Suspended two games.,2007,InSeason,11,3,Saturday
426,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Khalif Barnes,OT,Offensive Tackle,O,Reckless driving,License / Traffic,"Police say he drove through a yard and crashed his Mercedes into a tree, then fled the scene. Charged with violating DUI probation.",Charges dropped.,2007,InSeason,9,29,Saturday
485,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Khalif Barnes,OT,Offensive Tackle,O,DUI,DUI,"After being pulled over, he accused police officer of racism and called Jacksonville a hick town. Accused of drunken driving, he later apologized.","Pleaded no contest, six months probation, 50 hours community service, $650 fines and costs.",2006,InSeason,11,10,Friday
463,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Charles Sharon,WR,Wide Receiver,O,"Gun, drugs",Gun,Accused of stealing a Glock gun and carrying a concealed weapon in Tampa after police approached his parked car and said they smelled marijuana.,Resolution undetermined.,2007,OffSeason,3,10,Saturday
292,NO,Saints,New Orleans Saints,New Orleans,NFC,South,Bobby McCray,DE,Defensive End,D,DUI,DUI,"Pulled over for speeding in New Orleans at 4:30 a.m., refused breathalyzer test, accused of drunk driving, driving without registration.",Resolution undetermined.,2009,InSeason,12,29,Tuesday
489,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Bobby McCray,DE,Defensive End,D,Drugs,Drugs,"Pulled over, accused of reckless driving and possession of a hydrocodone, a painkiller.","Pleaded no contest to reckless driving, fined $1,000.",2006,InSeason,10,22,Sunday
498,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Brian Williams,CB,Cornerback,D,DUI,DUI,"After partying, he was pulled over and accused of drunken driving. Police said he smelled of alcohol.",Acquitted at trial after first pleading no contest.,2006,OffSeason,9,2,Saturday
583,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Tommy Hendricks,LB,Linebacker,D,Violating court order,Other,Accused of violating restraining order by calling his ex-wife.,Team released him a week later.,2005,OffSeason,3,18,Friday
610,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Chris Naeole,OG,Offensive Guard,O,Disorderly conduct,Alcohol / Disorderly,"Accused of getting into a shoving match with employees at a bar in Jacksonville Beach, he was subdued by police using a Taser.",Charge dropped.,2004,OffSeason,6,27,Sunday
639,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,T.J. Slaughter,LB,Linebacker,D,"Assault, gun",Gun,Accused of aggravated assault after two teens said he pointed a gun at them on a highway in verbal dispute. Police found the gun in his car.,Diversion program. Released by team a day later.,2003,InSeason,10,26,Sunday
50,BAL,Ravens,Baltimore Ravens,Baltimore,AFC,North,Jimmy Smith,CB,Cornerback,D,Disorderly conduct,Alcohol / Disorderly,Accused of refusing to obey police orders during incident at a bar in Maryland. Smith said he was trying to help an intoxicated woman.,Case dropped.,2014,OffSeason,7,12,Saturday
730,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Jimmy Smith,WR,Wide Receiver,O,DUI,DUI,"Pulled over for speeding in Jacksonville, accused of drunk driving. Tests later showed cocained in his system. Blood-alcohol measured below limit at .05.",Charge dropped.,2001,InSeason,11,11,Sunday
740,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,R. Jay Soward,WR,Wide Receiver,O,Disorderly conduct,Alcohol / Disorderly,"Accused of being intoxicated at theme park in Orlando, swearing at security guards.","Pleaded no contest, $361 in fines and costs.",2001,OffSeason,7,21,Saturday
741,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Stacey Mack,RB,Running Back,O,Solicitation,Sex,Accused of offering $15 to undercover police officer for oral sex.,"Pleaded no contest, $300 fine.",2001,OffSeason,7,17,Tuesday
769,JAC,Jaguars,Jacksonville Jaguars,Jacksonville,AFC,South,Stacey Mack,RB,Running Back,O,Theft,Theft / Burglary,"Accused of writing a worthless check for property less than $150, according to county records. Offense date was April 18, 2000.","Pleaded no contest, $100 fine.",2000,InSeason,9,7,Thursday
927,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Kameron Kelly,S,Safety,D,Disorderly conduct,Alcohol / Disorderly,Accused of making threats and resisting arrest at bar in Pittsburgh.,Resolution Undetermined.,2019,InSeason,12,20,Friday
922,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Anthony Chickillo,LB,Linebacker,D,Domestic Violence,Domestic Violence,"Accused of simple assault, criminal mischief after altercation with girlfriend at casino. Police noticed redness on her arms.",Resolution Undetermined.,2019,InSeason,10,20,Sunday
866,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Artie Burns,CB,Cornerback,D,Suspended license,License / Traffic,"Pulled over in Miami Beach, accused of driving with a suspended license.",Resolution Undetermined.,2017,OffSeason,6,29,Thursday
13,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Antwon Blake,CB,Cornerback,D,Public intoxication,Alcohol / Disorderly,"Accused of being drunk in public in Oceanside, Calif.",Resolution undetermined.,2015,OffSeason,3,15,Sunday
45,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,LeGarrette Blount,RB,Running Back,O,Drugs,Drugs,Was riding in passenger seat when police pulled over car driven by teammate Le'Veon Bell. Suspected of possessing bag with about 20 ounces of marijuana.,"Diversion program, 50 hours of community service in exchange for dismissal of charge.",2014,OffSeason,8,20,Wednesday
140,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Chris Rainey,RB,Running Back,O,Domestic violence,Domestic Violence,Accused of slapping girlfriend in face in dispute over cell phone.,"Pleaded no contest to disorderly conduct, $500 in fines and costs. Released by team hours later.",2013,OffSeason,1,10,Thursday
208,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Hines Ward,WR,Wide Receiver,O,DUI,DUI,Accused of drunk driving in Georgia after being pulled over about 2:30 a.m.,"Pleaded guilty to reckless driving in plea deal. One year probation, $2,000 fine.",2011,OffSeason,7,9,Saturday
298,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Jeff Reed,K,Kicker,S,Alcohol,Alcohol / Disorderly,"Cited for resisting arrest, public intoxication in confrontation with police outside a Pittsburgh bar with teammate Matt Spaeth.","Diversion program, 40 hours community service, then cleared.",2009,InSeason,10,18,Sunday
330,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Jeff Reed,K,Kicker,S,Disorderly conduct,Alcohol / Disorderly,"Police said he broke towel dispenser in convenience store after finding it out of towels, also used profane language at employee.","Pleaded guilty to disorderly conduct and criminal mischief, fined $543.50. Arrested again in October 2009.",2009,OffSeason,2,14,Saturday
299,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Matt Spaeth,TE,Tight End,O,Public urination,Other,Cited for public urination outside a Pittsburgh bar. Teammate Jeff Reed was arrested as part of the same incident.,Resolution undetermined.,2009,InSeason,10,18,Sunday
338,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Jonathan Dekker,TE,Tight End,O,Obstruction,Other,"Accused of fleeing police and giving a false name after apparent public intoxication in Alexandria, Va.",Acquitted by judge.,2009,OffSeason,1,24,Saturday
351,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Santonio Holmes,WR,Wide Receiver,O,Drugs,Drugs,"Pulled over because police were looking for similar car, marijuana cigars found in his car by police.",Dropped after prosecutors agreed the search warrant wasn't specific enough.,2008,InSeason,10,23,Thursday
512,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Santonio Holmes,WR,Wide Receiver,O,Domestic violence,Domestic Violence,Mother of his children called 911 and said Holmes choked her and slammed her into a door in Ohio.,Charge dropped after woman was reluctant to testify.,2006,OffSeason,6,19,Monday
518,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Santonio Holmes,WR,Wide Receiver,O,Disorderly conduct,Alcohol / Disorderly,One of hundreds of partiers arrested and accused of disorderly conduct in Miami Beach over Memorial Day weekend.,Fined $250 and charge dropped.,2006,OffSeason,5,27,Saturday
389,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Cedrick Wilson,WR,Wide Receiver,O,Domestic violence,Domestic Violence,"Accused of punching ex-girlfriend in the face, disorderly conduct at restaurant.","Diversion program, anger counseling. Released by team the next day.",2008,OffSeason,3,19,Wednesday
393,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,James Harrison,LB,Linebacker,D,Domestic violence,Domestic Violence,"Accused of hitting his girlfriend during argument about whether to baptize his son, simple assault, mischief.",Charges dropped. He also underwent anger counseling.,2008,OffSeason,3,8,Saturday
448,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Richard Seigler,LB,Linebacker,D,Pimping,Sex,"Accused of persuading a woman to become a prostitute, living from earnings of prostitute in Las Vegas.",Charges dropped in 2008. Released by team.,2007,OffSeason,5,10,Thursday
464,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Deshea Townsend,CB,Cornerback,D,Assault,Assault / Battery,Accused of taking part in brawl in Pittsburgh bar.,Charged dropped for lack of evidence.,2007,OffSeason,3,4,Sunday
503,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Barrett Brooks,OT,Offensive Tackle,O,Evading police,Other,"Police said he recklessly drove his motorcycle, drove through stop signals and led them on a chase.",Resolution undetermined.,2006,OffSeason,8,6,Sunday
537,PIT,Steelers,Pittsburgh Steelers,Pittsburgh,AFC,North,Trai Essex,OT,Offensive Tackle,O,Disorderly conduct,Alcohol / Disorderly,Accused of resisting an officer and disorderly conduct outside club in Miami.,Charge dropped.,2006,OffSeason,2,18,Saturday
